Building Name,Street Address,City,State,Postal,Country,MSA Name,Latitude,Longitude,Elevation,Serving Wire Center CLLI,Building CLLI,Network Build Status,Building Connection Status,Building Category,NPA,NXX,LATA,Demarc Code,Fiber Ownership,Access Medium,Install Interval,Supplier Name,Access Customer Name,Access Floor,Access Room,Ethernet Handoff Type,Minimum Circuit Level,Minimum Quantity to Accept an Order,Special Construction Cost,Customer Unique Key,CB Building Key,Transaction Indicator,Primary NNI Location,Secondary NNI Location,Primary Number,Street Predirection,Street Name,Street Postdirection,Street Suffix,Secondary Designator,Secondary Number,Extra Secondary Designator,Extra Secondary Number,Plus4 Code,Conformed State,Conformed City,Building Notes,Distance Band,LOS Distance 1 Path,LOS Distance 2 Path,ROW Distance 1 Path,ROW Distance 2 Path,LOS Distance 1 Access Point,LOS Distance 2 Access Point,ROW Distance 1 Access Point,ROW Distance 2 Access Point,Comcast Pricing Zone,Indatel Pricing Zone,CenturyLink Pricing Zone,Sprint Pricing Zone,Verizon Pricing Zone,AT&T Pricing Zone,Building Competitive Rating,AT&T Serving Node CLLI,AT&T Unique Key,Pricing Zone,Pricing Type,Wavelength Handoff Type,Wave Zone,Wave Install Interval,Custom Pricing Zone,Lateral Distance,OSP Construction Estimate,OSP Cost per Foot,OSP Cost Zone,Telco_Spend,Tenant_Count,FBL Market ID,MRTL,Territory ID,Pricing Tool,Minimum Contract Value,TCVR,Base Zone,Tenant Band,Telco Spend Band,Active Status,SFDC Access Level,Wave MCV,Mkt-Prof 1,Program Engineering Boundary,Program SWC,MOVAw,MOVAe,Investment Building Eligible,Bundle Tier,SFDC Building Type,Dish Route,Dish 2020,CPQ Ethernet Zone,DASH Eligibility,MKT Rate EVPL 5000,ENNI Eligibility,EPE Approval Code,SWC Status,QM Last Run Date,QM MNO Target,MNO-A ID,MNO-T ID,Dark MCV,MNO-V ID,FRDF Eligible,MDFNp Eligible,FNI,MNO Target,QM FCC ID,SFDC LLOC,FBL Node,FBL Market,FBL Level 6 Demarcs,Texas Express Node,CoStar ID,SFDC Status,SFDC On Off Net,SFDC Building Category 1,SFDC Building Category 2,SFDC Market,SFDC Active Date,SFDC Building Name,SFDC Location Long ID,SFDC Location ID,SFDC Entrance Type,DISH Site ID,TMO Site ID,Sprint Site Id,Verizon Site ID,ATT Site ID,SFDC Building Type.1,NPA- NXX,Ethernet Zone,Horizontal Coordinate,Vertical Coordinate,Protection Type,Handoff Pricing,Diversity Type,Tenant Count,Building Sq Footage,Building Floors,Property Type,Address Status,id,Barriers,Modified Date,Modified By,Status,UniqueID,geometry,Distances_from_splice,Distances_from_path
14513a Lee Jackson Memorial Hwy,14513A Lee Jackson Memorial Hwy,Chantilly,Virginia,20151,United States,,38.900591,-77.450022,0.0,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109954580,U,,,14513a,,,,Hwy,,,,,,VA,Chantilly,,1501+ feet,,,2448.0,,,,3-way junction - BL20,,17.0,17.0,17.0,17.0,17.0,17.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 17,,166716.35,,,,,,162250.0,,CPQ,162250.0,216250.0,17.0,High,High,,,27000000,,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,17.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,12100 Sunrise,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-222,,,,,,,,,,Commercial,Matched,743,waterways - stream,2023-04-19,edward.boling@fiberlight.com,matching,720,POINT (-77.450022 38.900591),1.5888218580782548e-14,0.0
42502 Longacre Dr,42502 Longacre Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.911164,-77.53343,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110041915,U,,,42502,,,,Dr,,,,,,VA,Chantilly,,1501+ feet,,,2772.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,349000.23,,,175.0,1.0,,321500.0,,TCP,321500.0,428500.0,21.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,21.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,758,No,2023-03-01,edward.boling@fiberlight.com,matching,721,POINT (-77.53343 38.911164),7.105427357601002e-15,7.105427357601002e-15
25844 Commons Sq,25844 Commons Sq,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.902376,-77.516583,0.0,ARCLVAXARS0,ARCLVAXA,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110000520,U,,,25844,,,,Sq,,,,,,VA,Chantilly,,1501+ feet,,,2533.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,477312.05,,,130.0,1.0,,433500.0,,TCP,433500.0,578000.0,23.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,23.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,759,No,2023-03-01,edward.boling@fiberlight.com,matching,722,POINT (-77.516583 38.902376),0.0,0.0
42672 Hollyhock Ter,42672 Hollyhock Ter,Brambleton,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.989518,-77.529027,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110042148,U,,,42672,,,,Ter,,,,,,VA,Ashburn,,1501+ feet,,,2958.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,,,,,,,,327689.24,,,175.0,1.0,,302750.0,,TCP,302750.0,403750.0,21.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,21.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,764,No,2023-03-01,edward.boling@fiberlight.com,matching,723,POINT (-77.529027 38.989518),7.105427357601002e-15,3.2634473868216746e-16
42857 Hoysville Manor Dr,42857 Hoysville Manor Dr,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.986424,-77.518632,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110042332,U,,,42857,,,,Dr,,,,,,VA,Ashburn,,1501+ feet,,,2747.0,,,,3-way junction - BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,323620.52,,,175.0,1.0,,299250.0,,TCP,299250.0,399000.0,20.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,20.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,767,No,2023-03-01,edward.boling@fiberlight.com,matching,724,POINT (-77.518632 38.986424),0.0,0.0
42531 John Mosby Hwy,42531 John Mosby Hwy,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.933867,-77.532012,0.0,ARCLVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-859c2663,U,,,42531,,,,Hwy,,,,,4251.0,VA,Chantilly,,1501+ feet,,,2324.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,4135.0,3.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Medium,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-327,,,,,,,2.0,,,Commercial,Matched,788,No,2022-07-18,mberman@connected2fiber.com,matching,725,POINT (-77.532012 38.933867),1.5888218580782548e-14,0.0
22831 Vickery Park Dr,22831 Vickery Park Dr,Brambleton,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.985601,-77.530888,0.0,ASBNVAASDS0,DLLSVAXA,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109991253,U,,,22831,,,,Dr,,,,,,VA,Ashburn,,1501+ feet,,,2466.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,,,,,,,,271069.75,,,465.0,1.0,,253500.0,,TCP,253500.0,337750.0,20.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,20.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,792,No,2023-03-01,edward.boling@fiberlight.com,matching,726,POINT (-77.530888 38.985601),1.5888218580782548e-14,6.921950712985051e-15
43034 Spyder Pl,43034 Spyder Pl,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.901017,-77.516037,0.0,ARCLVAXARS0,ARCLVAXA,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110042777,U,,,43034,,,,Pl,,,,,,VA,Chantilly,,1501+ feet,,,2269.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,448266.35,,,175.0,1.0,,408250.0,,TCP,408250.0,544250.0,23.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,23.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,793,No,2023-03-01,edward.boling@fiberlight.com,matching,727,POINT (-77.516037 38.901017),3.9657451273613987e-16,7.103432320239163e-15
25283 Pleasant Valley Rd,25283 Pleasant Valley Rd,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.918121,-77.471751,0.0,HRNDVADUDS1,,Not Connected,OffNet,Commercial Building,703.0,466.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-d7a94b73,U,,,25283,,,,Rd,,,,,1346.0,VA,Chantilly,,1501+ feet,,,2825.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,369.0,2.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-466,,,,,,,2.0,,,Commercial,Matched,797,No,2022-07-18,mberman@connected2fiber.com,matching,728,POINT (-77.471751 38.918121),0.0,0.0
42962 Braddock Rd,42962 Braddock Rd,Chantilly,Virginia,20152,United States,,38.89716,-77.517113,0.0,,,Not Connected,Near Net,Commercial Building,,,,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-C2F-dcae2fbe,U,,,42962,,,,Rd,,,,,,VA,Chantilly,,1501+ feet,,,2606.0,,,,IAD06 - IAD21,,7.0,7.0,7.0,7.0,7.0,7.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 7,,39000,,,328.0,1.0,,63750.0,,CPQ,63750.0,85000.0,7.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,Multi Tenant,None,No,7.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,,,,Off Net,Commercial Building,,Northern Virginia - NVA,,42962 Braddock Rd,a030H00000YSESzQAP,NVA173030,,,,,,,Multi Tenant,,,,,,,,1.0,,,Commercial,Matched,798,No,2023-04-14,edward.boling@fiberlight.com,matching,729,POINT (-77.517113 38.89716),0.0,7.105427357601002e-15
22843 Vickery Park Dr,22843 Vickery Park Dr,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.985182,-77.530912,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109991259,U,,,22843,,,,Dr,,,,,,VA,Ashburn,,1501+ feet,,,2136.0,,,,3-way junction - BL20,,19.0,19.0,19.0,19.0,19.0,19.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 19,,260969.89,,,,,,244500.0,,CPQ,244500.0,326000.0,19.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,19.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,,,,Commercial,Matched,800,No,2023-04-19,edward.boling@fiberlight.com,matching,730,POINT (-77.530912 38.985182),1.5888218580782548e-14,1.4200355813530226e-14
25279 Pleasant Valley Rd,25279 Pleasant Valley Rd,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.918116,-77.47124,0.0,HRNDVADUDS1,,Not Connected,OffNet,Commercial Building,703.0,466.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-8558a014,U,,,25279,,,,Rd,,,,,1346.0,VA,Chantilly,,1501+ feet,,,2697.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,3600.75,4.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Medium,,,"27,000,000",,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-466,,,,,,,3.0,,,Commercial,Matched,803,No,2022-07-18,mberman@connected2fiber.com,matching,731,POINT (-77.47124 38.918116),0.0,1.5888218580782548e-14
43114 Peacock Market Plz,43114 Peacock Market Plz,South Riding,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.915826,-77.511537,0.0,DLLSVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-58f76e77,U,,,43114,,,,Plz,,,,,4464.0,VA,Chantilly,,1501+ feet,,,2567.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,3744.0,9.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Medium,Medium,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-260,,,,,,,6.0,,,Commercial,Matched,808,No,2022-07-18,mberman@connected2fiber.com,matching,732,POINT (-77.511537 38.915826),0.0,1.4210854715202004e-14
43223 Amberleigh Farm Dr,43223 Amberleigh Farm Dr,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",39.000457,-77.504875,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110043336,U,,,43223,,,,Dr,,,,,,VA,Ashburn,,1501+ feet,,,2902.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,,,,,,,,612629.04,,,575.0,2.0,,565000.0,,TCP,565000.0,753250.0,25.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,25.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,2.0,,,Residential,Matched,816,No,2023-03-01,edward.boling@fiberlight.com,matching,733,POINT (-77.504875 39.000457),1.4210854715202004e-14,1.5547236163313212e-16
43811 Central Station Dr,43811 Central Station Dr,Ashburn,Virginia,20147,United States,,39.00704,-77.486269,0.0,,,Not Connected,Near Net,Commercial Building,,,,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-C2F-beaeac64,U,,,43811,,,,Dr,,,,,,VA,Ashburn,,1501+ feet,,,2713.0,,,,3-way junction - BL20,,5.0,5.0,5.0,5.0,5.0,5.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 5,,18750,,,1804.0,5.0,,46250.0,,CPQ,46250.0,61500.0,5.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,Multi Tenant,None,No,5.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,,,,Off Net,Commercial Building,,Northern Virginia - NVA,,43811 Central Station Dr,a030H00000YSEhHQAX,NVA173916,,,,,,,Multi Tenant,,,,,,,,1.0,,,Commercial,Matched,830,No,2023-04-14,edward.boling@fiberlight.com,matching,734,POINT (-77.486269 39.00704),0.0,1.2333089801068768e-14
44208 Wade Dr,44208 Wade Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.91822,-77.472578,0.0,HRNDVADUDS1,,Not Connected,OffNet,Commercial Building,703.0,466.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-2a57e9ab,U,,,44208,,,,Dr,,,,,1301.0,VA,Chantilly,,1501+ feet,,,2843.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,1912.65,6.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-466,,,,,,,6.0,,,Commercial,Matched,831,No,2022-07-18,mberman@connected2fiber.com,matching,735,POINT (-77.472578 38.91822),0.0,1.5888218580782548e-14
14511 Jackson Mem Hwy,14511 Jackson Mem Hwy,Chantilly,Virginia,20151,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.900313,-77.449239,0.0,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109954566,U,,,14511,,,,Hwy,,,,,,VA,Chantilly,,1501+ feet,,,2702.0,,,,3-way junction - BL20,,17.0,17.0,17.0,17.0,17.0,17.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 17,,164647.58,,,,,,160500.0,,CPQ,160500.0,213750.0,17.0,High,High,,,27000000,,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,17.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,12100 Sunrise,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-222,,,,,,,,,,Unknown,No Match,832,waterways - stream,2023-04-19,edward.boling@fiberlight.com,matching,736,POINT (-77.449239 38.900313),1.5888218580782548e-14,1.33252420574623e-14
25291 Pleasant Valley Rd,25291 Pleasant Valley Rd,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.917747,-77.47144,0.0,HRNDVADUDS1,,Not Connected,OffNet,Commercial Building,703.0,466.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-4e47a2e4,U,,,25291,,,,Rd,,,,,1346.0,VA,Chantilly,,1501+ feet,,,2498.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,1007.5,3.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-466,,,,,,,1.0,,,Commercial,Matched,836,No,2022-07-18,mberman@connected2fiber.com,matching,737,POINT (-77.47144 38.917747),0.0,1.4210854715202004e-14
24757 Evergreen Mills Rd,24757 Evergreen Mills Rd,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.950652,-77.533165,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109997577,U,,,24757,,,,Rd,,,,,,VA,Sterling,,1501+ feet,,,2972.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,676968.42,,,1240.0,1.0,,608000.0,,TCP,608000.0,810750.0,26.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,26.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Commercial,Matched,838,No,2023-03-01,edward.boling@fiberlight.com,matching,738,POINT (-77.533165 38.950652),0.0,0.0
24757 Evergreen Mills Rd,24757 Arcola Mills Dr,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.950644,-77.533162,0.0,ARCLVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-70ddc76f,U,,,24757,,,,Rd,,,,,2218.0,VA,Sterling,,1501+ feet,,,2976.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,738.0,2.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-327,,,,,,,2.0,,,Commercial,Matched,839,No,2022-07-18,mberman@connected2fiber.com,matching,739,POINT (-77.533162 38.950644),0.0,1.5566338677027184e-14
43086 Peacock Market Plz,43086 Peacock Market Plz,South Riding,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.914921,-77.512421,0.0,DLLSVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-8655b779,U,,,43086,,,,Plz,,,,,4442.0,VA,Chantilly,,1501+ feet,,,2329.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,1175.0,2.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-260,,,,,,,1.0,,,Commercial,Matched,842,waterways - stream,2022-07-18,mberman@connected2fiber.com,matching,740,POINT (-77.512421 38.914921),1.4210854715202004e-14,0.0
44218 Wade Dr,44218 Wade Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.917971,-77.472202,0.0,HRNDVADUDS1,,Not Connected,OffNet,Commercial Building,703.0,466.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-157c8be3,U,,,44218,,,,Dr,,,,,1421.0,VA,Chantilly,,1501+ feet,,,2683.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,4038.0,11.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Medium,Medium,,,"27,000,000",,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-466,,,,,,,5.0,,,Commercial,Matched,844,No,2022-07-18,mberman@connected2fiber.com,matching,741,POINT (-77.472202 38.917971),0.0,0.0
44230 Wade Dr,44230 Wade Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.917771,-77.471848,0.0,HRNDVADUDS1,,Not Connected,OffNet,Commercial Building,703.0,466.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-710e9b48,U,,,44230,,,,Dr,,,,,1349.0,VA,Chantilly,,1501+ feet,,,2555.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,453.75,1.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-466,,,,,,,2.0,,,Commercial,Matched,853,No,2022-07-18,mberman@connected2fiber.com,matching,742,POINT (-77.471848 38.917771),0.0,3.3881847977404903e-15
